model,total_elapsed_time,P-1,S-1,E-1,E-2,E-3,E-4,E-5,E-6,E-7,E-8,E-9,E-10,E-11,E-12,E-13,A-1,D-1,P-2,P-3,D-2,D-3,D-4,A-2,A-3,A-4,G-1,G-2,D-5,D-6,D-7,F-1,P-4,G-3,T-1,T-2,D-8,D-9,F-2,G-4,T-3,D-11,D-12,B-1,G-6,G-7,P-7,R-1,A-5,A-6,A-7,D-13,P-2,A-8,A-9,F-3,M-6,M-1,M-2,S-2,P-10,T-4,T-5,F-7,M-3,M-4,M-5,P-15,C-1,C-2,T-12,T-13,F-4,F-5,D-14,T-9,P-14,T-8,P-11,D-15,D-16,M-7,F-8
2021-07-27_12.50.38,10h:10m:58s.241,0h:07m:36s.152,0h:07m:11s.574,0h:08m:05s.6,0h:07m:33s.893,0h:07m:29s.289,0h:07m:20s.989,0h:07m:23s.257,0h:07m:27s.467,0h:07m:28s.978,0h:07m:26s.798,0h:07m:27s.854,0h:07m:23s.862,0h:07m:32s.360,0h:07m:29s.459,0h:07m:30s.239,0h:07m:22s.541,0h:07m:22s.479,0h:07m:27s.285,0h:07m:34s.236,0h:07m:24s.294,0h:07m:24s.323,0h:07m:21s.134,0h:07m:20s.793,0h:07m:25s.542,0h:07m:28s.481,0h:07m:23s.73,0h:07m:27s.186,0h:07m:19s.19,0h:07m:21s.769,0h:07m:23s.799,0h:07m:22s.189,0h:07m:39s.679,0h:07m:30s.811,0h:07m:27s.728,0h:07m:50s.71,0h:07m:37s.448,0h:07m:21s.448,0h:07m:16s.368,0h:07m:42s.325,0h:07m:33s.878,0h:07m:42s.242,0h:04m:27s.795,0h:07m:37s.785,0h:07m:31s.510,0h:07m:39s.987,0h:07m:55s.59,0h:07m:51s.281,0h:07m:39s.946,0h:07m:28s.519,0h:07m:51s.458,0h:07m:28s.433,0h:07m:27s.285,0h:07m:24s.534,0h:07m:19s.518,0h:07m:36s.217,0h:07m:33s.824,0h:07m:24s.534,0h:07m:15s.885,0h:07m:18s.443,0h:07m:41s.470,0h:07m:26s.207,0h:07m:27s.47,0h:07m:23s.759,0h:07m:29s.885,0h:07m:25s.53,0h:07m:29s.667,0h:07m:40s.776,0h:07m:32s.954,0h:07m:31s.464,0h:07m:38s.162,0h:07m:34s.678,0h:07m:12s.93,0h:07m:44s.769,0h:08m:24s.188,0h:04m:19s.935,0h:07m:45s.502,0h:07m:22s.924,0h:07m:43s.949,0h:07m:40s.579,0h:07m:43s.584,0h:07m:31s.546,0h:07m:38s.676
